ids,pred_seg_0,labels_seg_0
616_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
467_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
292_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
614_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
309_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
248_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
155_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
211_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
177_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
420_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
256_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
275_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
337_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
203_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
295_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
156_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
100_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
236_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
404_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
34_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
306_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
501_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
154_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
244_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
95_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
340_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
450_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
88_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
208_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
109_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
499_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
294_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
431_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
153_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
541_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
504_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
536_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
342_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
124_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
524_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
418_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
556_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
501_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
368_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
593_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
113_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
247_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
126_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
249_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
438_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
254_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
88_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
545_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
445_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
326_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
445_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
222_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
346_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
223_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
484_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
578_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
407_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
425_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
280_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
200_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
536_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
102_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
168_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
179_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
368_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
313_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
223_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
621_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
162_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
111_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
286_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
226_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
292_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
273_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
242_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
576_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
515_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
529_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
364_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
302_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
271_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
250_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
430_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
534_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
501_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
95_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
177_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
258_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
340_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
323_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
306_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
115_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
110_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
545_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
571_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
525_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
441_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
449_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
93_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
363_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
422_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
276_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
454_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
599_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
88_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
580_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
340_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
609_nda-5,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
457_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
454_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
437_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
368_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
343_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
383_nda-7,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
100_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
487_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
305_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
534_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
386_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
158_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
254_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
449_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
560_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
454_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
248_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
200_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
179_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
166_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
208_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
442_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
118_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
330_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
369_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
391_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
150_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
233_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
415_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
178_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
374_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
102_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
210_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
397_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
416_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
390_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
342_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
522_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
300_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
172_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
548_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
369_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
559_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
531_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
569_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
603_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
530_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
184_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
272_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
483_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
559_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
620_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
315_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
276_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
348_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
559_nda-18,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
248_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
335_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
603_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
353_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
404_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
130_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
502_nda-4,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
348_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
200_nda-10,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
388_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
384_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
173_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
464_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
146_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
366_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
282_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
240_nda-19,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
146_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
226_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
467_nda-4,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
95_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
270_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
201_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
623_nda-5,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
93_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
560_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
566_nda-19,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
303_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
170_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
556_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
374_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
251_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
329_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
240_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
427_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
130_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
236_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
337_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
246_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
263_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
431_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
522_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
509_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
304_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
249_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
204_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
353_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
215_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
186_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
222_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
337_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
196_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
273_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
551_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
302_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
569_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
559_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
234_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
145_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
149_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
594_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
469_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
566_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
217_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
474_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
377_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
214_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
176_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
587_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
364_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
153_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
569_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
199_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
210_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
295_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
571_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
593_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
485_nda-20,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
464_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
187_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
518_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
147_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
517_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
88_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
607_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
557_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
281_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
100_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
249_nda-16,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
141_nda-3,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
334_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
113_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
470_nda-12,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
224_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
105_nda-1,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
379_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
149_nda-17,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
139_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
308_nda-2,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
183_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
567_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
86_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
548_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
499_nda-17,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
560_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
171_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
427_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
386_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
500_nda-5,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
339_nda-20,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
427_nda-19,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
249_nda-4,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
308_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
259_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
102_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
131_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
535_nda-1,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
131_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
285_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
469_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
118_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
409_nda-3,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
245_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
132_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
485_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
192_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
612_nda-8,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
572_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
618_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
505_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
473_nda-2,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
483_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
255_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
260_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
232_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
349_nda-11,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
614_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
436_nda-20,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
252_nda-2,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
420_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
592_nda-13,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
284_nda-15,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
535_nda-15,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
214_nda-15,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
384_nda-13,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
490_nda-7,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
409_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
562_nda-17,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
182_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
283_nda-11,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
594_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
431_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
299_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
501_nda-13,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
254_nda-19,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
176_nda-1,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
445_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
473_nda-17,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
322_nda-2,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
495_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
487_nda-4,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
145_nda-8,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
217_nda-3,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
278_nda-11,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
589_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
285_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
615_nda-1,[0 0 3 ... 2 1 3],[   0 7199 2801    2]
131_nda-8,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
459_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
145_nda-16,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
570_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
399_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
96_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
574_nda-7,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
359_nda-16,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
315_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
545_nda-18,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
125_nda-5,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
135_nda-19,[0 0 4 ... 3 1 4],[    0 26412  7822 26579     2]
624_nda-10,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
602_nda-20,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
204_nda-18,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
318_nda-12,[0 0 4 ... 3 1 4],[    0 30495  3760  1757     2]
98_nda-10,[0 0 4 ... 2 1 4],[   0 7199 2801    2 -100]
